lat,lng,peso_carros_ponto,jam_factor,rua
-25.59348,-54.55874,1.35,0.6,Avenida Presidente Perón
-25.59374,-54.55873,1.35,0.6,Avenida Presidente Perón
-25.59399,-54.55874,1.35,0.6,Avenida Presidente Perón
-25.59424,-54.55879,1.35,0.6,Avenida Presidente Perón
-25.5946,-54.55891,1.35,0.6,Avenida Presidente Perón
-25.59508,-54.55917,1.35,0.6,Avenida Presidente Perón
-25.59526,-54.55929,1.35,0.6,Avenida Presidente Perón
-25.59644,-54.56024,1.35,0.6,Avenida Presidente Perón
-25.59676,-54.56053,1.35,0.6,Avenida Presidente Perón
-25.5974,-54.56099,1.35,0.6,Avenida Presidente Perón
-25.5974,-54.56099,1.35,0.6,Avenida Presidente Perón
-25.59818,-54.56133,1.35,0.6,Avenida Presidente Perón
-25.59818,-54.56133,1.35,0.6,Avenida Presidente Perón
-25.59871,-54.56153,1.35,0.6,Avenida Presidente Perón
-25.59871,-54.56153,1.35,0.6,Avenida Presidente Perón
-25.59898,-54.56168,1.35,0.6,Avenida Presidente Perón
-25.59898,-54.56168,1.35,0.6,Avenida Presidente Perón
-25.59907,-54.56173,1.35,0.6,Avenida Presidente Perón
-25.59907,-54.56173,1.35,0.6,Avenida Presidente Perón
-25.60026,-54.56215,1.35,0.6,Avenida Presidente Perón
-25.60026,-54.56215,1.35,0.6,Avenida Presidente Perón
-25.60081,-54.56234,1.35,0.6,Avenida Presidente Perón
-25.60081,-54.56234,1.35,0.6,Avenida Presidente Perón
-25.60106,-54.56238,1.35,0.6,Avenida Presidente Perón
-25.60106,-54.56238,1.35,0.6,Avenida Presidente Perón
-25.60276,-54.56299,1.35,0.6,Avenida Presidente Perón
-25.60276,-54.56299,1.35,0.6,Avenida Presidente Perón
-25.60322,-54.56316,1.35,0.6,Avenida Presidente Perón
-25.60322,-54.56316,1.35,0.6,Avenida Presidente Perón
-25.6037,-54.56334,1.35,0.6,Avenida Presidente Perón
-25.6037,-54.56334,1.35,0.6,Avenida Presidente Perón
-25.60402,-54.56346,1.35,0.6,Avenida Presidente Perón
-25.60402,-54.56346,1.35,0.6,Avenida Presidente Perón
-25.60426,-54.56355,1.35,0.6,Avenida Presidente Perón
-25.60426,-54.56355,1.35,0.6,Avenida Presidente Perón
-25.60456,-54.56366,1.35,0.6,Avenida Presidente Perón
-25.60456,-54.56366,1.35,0.6,Avenida Presidente Perón
-25.6049,-54.56377,1.35,0.6,Avenida Presidente Perón
-25.6049,-54.56377,1.35,0.6,Avenida Presidente Perón
-25.60514,-54.56383,1.35,0.6,Avenida Presidente Perón
-25.60514,-54.56383,1.35,0.6,Avenida Presidente Perón
-25.60545,-54.56386,1.35,0.6,Avenida Presidente Perón
-25.6056,-54.56386,1.35,0.6,Avenida Presidente Perón
-25.60589,-54.56383,1.35,0.6,Avenida Presidente Perón
-25.60589,-54.56383,1.35,0.6,Avenida Presidente Perón
-25.60603,-54.5638,1.35,0.6,Avenida Presidente Perón
-25.60635,-54.56369,1.35,0.6,Avenida Presidente Perón
-25.58882,-54.56157,1.39,2.3,Argentina/Brazil
-25.58957,-54.56106,1.39,2.3,Argentina/Brazil
-25.58957,-54.56106,1.39,2.3,Argentina/Brazil
-25.59007,-54.56079,1.39,2.3,Argentina/Brazil
-25.59007,-54.56079,1.39,2.3,Argentina/Brazil
-25.59041,-54.56049,1.39,2.3,Argentina/Brazil
-25.6062,-54.56471,2.2,0.7,Avenida Presidente Perón
-25.60531,-54.56519,2.2,0.7,Avenida Presidente Perón
-25.61104,-54.56157,1.32,2.1,Avenida Presidente Perón
-25.61107,-54.56195,1.32,2.1,Avenida Presidente Perón
-25.61107,-54.56208,1.32,2.1,Avenida Presidente Perón
-25.61104,-54.56236,1.32,2.1,Avenida Presidente Perón
-25.61104,-54.56236,1.32,2.1,Avenida Presidente Perón
-25.61101,-54.5625,1.32,2.1,Avenida Presidente Perón
-25.61096,-54.56264,1.32,2.1,Avenida Presidente Perón
-25.61096,-54.56264,1.32,2.1,Avenida Presidente Perón
-25.61081,-54.56297,1.32,2.1,Avenida Presidente Perón
-25.61081,-54.56297,1.32,2.1,Avenida Presidente Perón
-25.61055,-54.56327,1.32,2.1,Avenida Presidente Perón
-25.61055,-54.56327,1.32,2.1,Avenida Presidente Perón
-25.61001,-54.56386,1.32,2.1,Avenida Presidente Perón
-25.61001,-54.56386,1.32,2.1,Avenida Presidente Perón
-25.60898,-54.56496,1.32,2.1,Avenida Presidente Perón
-25.60898,-54.56496,1.32,2.1,Avenida Presidente Perón
-25.60872,-54.56524,1.32,2.1,Avenida Presidente Perón
-25.60872,-54.56524,1.32,2.1,Avenida Presidente Perón
-25.60851,-54.56548,1.32,2.1,Avenida Presidente Perón
-25.60851,-54.56548,1.32,2.1,Avenida Presidente Perón
-25.60798,-54.5661,1.32,2.1,Avenida Presidente Perón
-25.60798,-54.5661,1.32,2.1,Avenida Presidente Perón
-25.60733,-54.56679,1.32,2.1,Avenida Presidente Perón
-25.60733,-54.56679,1.32,2.1,Avenida Presidente Perón
-25.60641,-54.56773,1.32,2.1,Avenida Presidente Perón
-25.60641,-54.56773,1.09,0.7,12
-25.60733,-54.56679,1.09,0.7,12
-25.60733,-54.56679,1.09,0.7,12
-25.60798,-54.5661,1.09,0.7,12
-25.60798,-54.5661,1.09,0.7,12
-25.60851,-54.56548,1.09,0.7,12
-25.60851,-54.56548,1.09,0.7,12
-25.60872,-54.56524,1.09,0.7,12
-25.60872,-54.56524,1.09,0.7,12
-25.60898,-54.56496,1.09,0.7,12
-25.60898,-54.56496,1.09,0.7,12
-25.61001,-54.56386,1.09,0.7,12
-25.61001,-54.56386,1.09,0.7,12
-25.61055,-54.56327,1.09,0.7,12
-25.61055,-54.56327,1.09,0.7,12
-25.61081,-54.56297,1.09,0.7,12
-25.61081,-54.56297,1.09,0.7,12
-25.61103,-54.56274,1.09,0.7,12
-25.61103,-54.56274,1.09,0.7,12
-25.61127,-54.56245,1.09,0.7,12
-25.61127,-54.56245,1.09,0.7,12
-25.61166,-54.56198,1.09,0.7,12
-25.6117,-54.56192,1.09,0.7,12
-25.61173,-54.56183,1.09,0.7,12
-25.61173,-54.56183,1.09,0.7,12
-25.61186,-54.5617,1.09,0.7,12
-25.61186,-54.5617,1.09,0.7,12
-25.61191,-54.56162,1.09,0.7,12
-25.61196,-54.56147,1.09,0.7,12
-25.61195,-54.56129,1.09,0.7,12
-25.61193,-54.5612,1.09,0.7,12
-25.61189,-54.56111,1.09,0.7,12
-25.61184,-54.56104,1.09,0.7,12
-25.61177,-54.56097,1.09,0.7,12
-25.61164,-54.5609,1.09,0.7,12
-25.61446,-54.55902,0.2,2.4,12
-25.61452,-54.5591,0.2,2.4,12
-25.61164,-54.5609,0.38,1.4,12
-25.61145,-54.56089,0.38,1.4,12
-25.61145,-54.56089,0.38,1.4,12
-25.61132,-54.56092,0.38,1.4,12
-25.61124,-54.56096,0.38,1.4,12
-25.61117,-54.56101,0.38,1.4,12
-25.61111,-54.56108,0.38,1.4,12
-25.61106,-54.56117,0.38,1.4,12
-25.61103,-54.56127,0.38,1.4,12
-25.61102,-54.56146,0.38,1.4,12
-25.61102,-54.56146,0.38,1.4,12
-25.61104,-54.56157,0.38,1.4,12
-25.61145,-54.56089,0.95,1.3,Avenida Presidente Perón
-25.61128,-54.56083,0.95,1.3,Avenida Presidente Perón
-25.61113,-54.5608,0.95,1.3,Avenida Presidente Perón
-25.61058,-54.56073,0.95,1.3,Avenida Presidente Perón
-25.61031,-54.56072,0.95,1.3,Avenida Presidente Perón
-25.61031,-54.56072,0.95,1.3,Avenida Presidente Perón
-25.60998,-54.5607,0.95,1.3,Avenida Presidente Perón
-25.60973,-54.56073,0.95,1.3,Avenida Presidente Perón
-25.60936,-54.56084,0.95,1.3,Avenida Presidente Perón
-25.6091,-54.56096,0.95,1.3,Avenida Presidente Perón
-25.6091,-54.56096,0.95,1.3,Avenida Presidente Perón
-25.60886,-54.56111,0.95,1.3,Avenida Presidente Perón
-25.60873,-54.56121,0.95,1.3,Avenida Presidente Perón
-25.6086,-54.56133,0.95,1.3,Avenida Presidente Perón
-25.60834,-54.56162,0.95,1.3,Avenida Presidente Perón
-25.60812,-54.56189,0.95,1.3,Avenida Presidente Perón
-25.60812,-54.56189,0.95,1.3,Avenida Presidente Perón
-25.60795,-54.56211,0.95,1.3,Avenida Presidente Perón
-25.60795,-54.56211,0.95,1.3,Avenida Presidente Perón
-25.60768,-54.56246,0.95,1.3,Avenida Presidente Perón
-25.60768,-54.56246,0.95,1.3,Avenida Presidente Perón
-25.6072,-54.56305,0.95,1.3,Avenida Presidente Perón
-25.60694,-54.56331,0.95,1.3,Avenida Presidente Perón
-25.60674,-54.56347,0.95,1.3,Avenida Presidente Perón
-25.60674,-54.56347,0.95,1.3,Avenida Presidente Perón
-25.60657,-54.56358,0.95,1.3,Avenida Presidente Perón
-25.60657,-54.56358,0.95,1.3,Avenida Presidente Perón
-25.60635,-54.56369,0.95,1.3,Avenida Presidente Perón
-25.60635,-54.56369,0.95,1.3,Avenida Presidente Perón
-25.60603,-54.5638,0.95,1.3,Avenida Presidente Perón
-25.60589,-54.56383,0.95,1.3,Avenida Presidente Perón
-25.61446,-54.55902,0.76,1.0,Avenida Victoria Aguirre Este
-25.61434,-54.55914,0.76,1.0,Avenida Victoria Aguirre Este
-25.61434,-54.55914,0.76,1.0,Avenida Victoria Aguirre Este
-25.61419,-54.55929,0.76,1.0,Avenida Victoria Aguirre Este
-25.61419,-54.55929,0.76,1.0,Avenida Victoria Aguirre Este
-25.61395,-54.55952,0.76,1.0,Avenida Victoria Aguirre Este
-25.61395,-54.55952,0.76,1.0,Avenida Victoria Aguirre Este
-25.61378,-54.55968,0.76,1.0,Avenida Victoria Aguirre Este
-25.61378,-54.55968,0.76,1.0,Avenida Victoria Aguirre Este
-25.61332,-54.56013,0.76,1.0,Avenida Victoria Aguirre Este
-25.61332,-54.56013,0.76,1.0,Avenida Victoria Aguirre Este
-25.61298,-54.56045,0.76,1.0,Avenida Victoria Aguirre Este
-25.61276,-54.56062,0.76,1.0,Avenida Victoria Aguirre Este
-25.61266,-54.56068,0.76,1.0,Avenida Victoria Aguirre Este
-25.61244,-54.56079,0.76,1.0,Avenida Victoria Aguirre Este
-25.61232,-54.56083,0.76,1.0,Avenida Victoria Aguirre Este
-25.61206,-54.56088,0.76,1.0,Avenida Victoria Aguirre Este
-25.61206,-54.56088,0.76,1.0,Avenida Victoria Aguirre Este
-25.61164,-54.5609,0.76,1.0,Avenida Victoria Aguirre Este
-25.61164,-54.5609,0.76,1.0,Avenida Victoria Aguirre Este
-25.61145,-54.56089,0.76,1.0,Avenida Victoria Aguirre Este
-25.61186,-54.5617,1.21,0.0,Avenida De Los Trabajadores
-25.61201,-54.5616,1.21,0.0,Avenida De Los Trabajadores
-25.61209,-54.56153,1.21,0.0,Avenida De Los Trabajadores
-25.61209,-54.56153,1.21,0.0,Avenida De Los Trabajadores
-25.6125,-54.56112,1.21,0.0,Avenida De Los Trabajadores
-25.6125,-54.56112,1.21,0.0,Avenida De Los Trabajadores
-25.61333,-54.56027,1.21,0.0,Avenida De Los Trabajadores
-25.61333,-54.56027,1.21,0.0,Avenida De Los Trabajadores
-25.61342,-54.56018,1.21,0.0,Avenida De Los Trabajadores
-25.61342,-54.56018,1.21,0.0,Avenida De Los Trabajadores
-25.61435,-54.55927,1.21,0.0,Avenida De Los Trabajadores
-25.61435,-54.55927,1.21,0.0,Avenida De Los Trabajadores
-25.61452,-54.5591,1.21,0.0,Avenida De Los Trabajadores
-25.60635,-54.56369,0.78,0.0,Avenida Victoria Aguirre Este
-25.60657,-54.56358,0.78,0.0,Avenida Victoria Aguirre Este
-25.60657,-54.56358,0.78,0.0,Avenida Victoria Aguirre Este
-25.60674,-54.56347,0.78,0.0,Avenida Victoria Aguirre Este
-25.60674,-54.56347,0.78,0.0,Avenida Victoria Aguirre Este
-25.60694,-54.56331,0.78,0.0,Avenida Victoria Aguirre Este
-25.6072,-54.56305,0.78,0.0,Avenida Victoria Aguirre Este
-25.60768,-54.56246,0.78,0.0,Avenida Victoria Aguirre Este
-25.60768,-54.56246,0.78,0.0,Avenida Victoria Aguirre Este
-25.60795,-54.56211,0.78,0.0,Avenida Victoria Aguirre Este
-25.60795,-54.56211,0.78,0.0,Avenida Victoria Aguirre Este
-25.60812,-54.56189,0.78,0.0,Avenida Victoria Aguirre Este
-25.60812,-54.56189,0.78,0.0,Avenida Victoria Aguirre Este
-25.60834,-54.56162,0.78,0.0,Avenida Victoria Aguirre Este
-25.6086,-54.56133,0.78,0.0,Avenida Victoria Aguirre Este
-25.60873,-54.56121,0.78,0.0,Avenida Victoria Aguirre Este
-25.60886,-54.56111,0.78,0.0,Avenida Victoria Aguirre Este
-25.6091,-54.56096,0.78,0.0,Avenida Victoria Aguirre Este
-25.6091,-54.56096,0.78,0.0,Avenida Victoria Aguirre Este
-25.60936,-54.56084,0.78,0.0,Avenida Victoria Aguirre Este
-25.60973,-54.56073,0.78,0.0,Avenida Victoria Aguirre Este
-25.60998,-54.5607,0.78,0.0,Avenida Victoria Aguirre Este
-25.61031,-54.56072,0.78,0.0,Avenida Victoria Aguirre Este
-25.61031,-54.56072,0.78,0.0,Avenida Victoria Aguirre Este
-25.61058,-54.56088,0.78,0.0,Avenida Victoria Aguirre Este
-25.61075,-54.56103,0.78,0.0,Avenida Victoria Aguirre Este
-25.61084,-54.56115,0.78,0.0,Avenida Victoria Aguirre Este
-25.61102,-54.56146,0.78,0.0,Avenida Victoria Aguirre Este
-25.61102,-54.56146,0.78,0.0,Avenida Victoria Aguirre Este
-25.61104,-54.56157,0.78,0.0,Avenida Victoria Aguirre Este
-25.61104,-54.56157,0.78,0.0,Avenida Victoria Aguirre Este
-25.61111,-54.5617,0.78,0.0,Avenida Victoria Aguirre Este
-25.61118,-54.56178,0.78,0.0,Avenida Victoria Aguirre Este
-25.61127,-54.56185,0.78,0.0,Avenida Victoria Aguirre Este
-25.61135,-54.56189,0.78,0.0,Avenida Victoria Aguirre Este
-25.61143,-54.56191,0.78,0.0,Avenida Victoria Aguirre Este
-25.6116,-54.5619,0.78,0.0,Avenida Victoria Aguirre Este
-25.61173,-54.56183,0.78,0.0,Avenida Victoria Aguirre Este
-25.61173,-54.56183,0.78,0.0,Avenida Victoria Aguirre Este
-25.61186,-54.5617,0.78,0.0,Avenida Victoria Aguirre Este
-25.68749,-54.31228,4.76,0.0,Acceso a Aeropuerto
-25.68773,-54.31242,4.76,0.0,Acceso a Aeropuerto
-25.68812,-54.31276,4.76,0.0,Acceso a Aeropuerto
-25.68829,-54.31302,4.76,0.0,Acceso a Aeropuerto
-25.68856,-54.31348,4.76,0.0,Acceso a Aeropuerto
-25.68879,-54.31378,4.76,0.0,Acceso a Aeropuerto
-25.68906,-54.31405,4.76,0.0,Acceso a Aeropuerto
-25.68924,-54.31426,4.76,0.0,Acceso a Aeropuerto
-25.68937,-54.31447,4.76,0.0,Acceso a Aeropuerto
-25.68942,-54.31463,4.76,0.0,Acceso a Aeropuerto
-25.68945,-54.31489,4.76,0.0,Acceso a Aeropuerto
-25.68944,-54.31511,4.76,0.0,Acceso a Aeropuerto
-25.68926,-54.31612,4.76,0.0,Acceso a Aeropuerto
-25.68902,-54.31699,4.76,0.0,Acceso a Aeropuerto
-25.68891,-54.3175,4.76,0.0,Acceso a Aeropuerto
-25.68879,-54.31833,4.76,0.0,Acceso a Aeropuerto
-25.68885,-54.32006,4.76,0.0,Acceso a Aeropuerto
-25.68888,-54.32036,4.76,0.0,Acceso a Aeropuerto
-25.68893,-54.32059,4.76,0.0,Acceso a Aeropuerto
-25.68901,-54.32077,4.76,0.0,Acceso a Aeropuerto
-25.68913,-54.32098,4.76,0.0,Acceso a Aeropuerto
-25.68938,-54.3213,4.76,0.0,Acceso a Aeropuerto
-25.68971,-54.32167,4.76,0.0,Acceso a Aeropuerto
-25.69044,-54.32253,4.76,0.0,Acceso a Aeropuerto
-25.6911,-54.32333,4.76,0.0,Acceso a Aeropuerto
-25.69175,-54.32408,4.76,0.0,Acceso a Aeropuerto
-25.69294,-54.3251,4.76,0.0,Acceso a Aeropuerto
-25.69334,-54.32564,4.76,0.0,Acceso a Aeropuerto
-25.69394,-54.32651,4.76,0.0,Acceso a Aeropuerto
-25.69402,-54.32672,4.76,0.0,Acceso a Aeropuerto
-25.69439,-54.32783,4.76,0.0,Acceso a Aeropuerto
-25.69461,-54.32852,4.76,0.0,Acceso a Aeropuerto
-25.69496,-54.32972,4.76,0.0,Acceso a Aeropuerto
-25.69516,-54.33035,4.76,0.0,Acceso a Aeropuerto
-25.69524,-54.3305,4.76,0.0,Acceso a Aeropuerto
-25.69548,-54.33137,4.76,0.0,Acceso a Aeropuerto
-25.69567,-54.332,4.76,0.0,Acceso a Aeropuerto
-25.69584,-54.33244,4.76,0.0,Acceso a Aeropuerto
-25.69613,-54.3333,4.76,0.0,Acceso a Aeropuerto
-25.69682,-54.33512,4.76,0.0,Acceso a Aeropuerto
-25.69779,-54.33773,4.76,0.0,Acceso a Aeropuerto
-25.69844,-54.33956,4.76,0.0,Acceso a Aeropuerto
-25.69875,-54.3405,4.76,0.0,Acceso a Aeropuerto
-25.69943,-54.34266,4.76,0.0,Acceso a Aeropuerto
-25.69969,-54.34334,4.76,0.0,Acceso a Aeropuerto
-25.70018,-54.34473,4.76,0.0,Acceso a Aeropuerto
-25.70047,-54.34535,4.76,0.0,Acceso a Aeropuerto
-25.70067,-54.34589,4.76,0.0,Acceso a Aeropuerto
-25.70076,-54.34622,4.76,0.0,Acceso a Aeropuerto
-25.70119,-54.34739,4.76,0.0,Acceso a Aeropuerto
-25.70153,-54.34808,4.76,0.0,Acceso a Aeropuerto
-25.70184,-54.3485,4.76,0.0,Acceso a Aeropuerto
-25.70229,-54.34924,4.76,0.0,Acceso a Aeropuerto
-25.70269,-54.35009,4.76,0.0,Acceso a Aeropuerto
-25.70334,-54.35158,4.76,0.0,Acceso a Aeropuerto
-25.70369,-54.35248,4.76,0.0,Acceso a Aeropuerto
-25.7047,-54.35549,4.76,0.0,Acceso a Aeropuerto
-25.70521,-54.35712,4.76,0.0,Acceso a Aeropuerto
-25.70548,-54.35789,4.76,0.0,Acceso a Aeropuerto
-25.70604,-54.35974,4.76,0.0,Acceso a Aeropuerto
-25.70615,-54.36063,4.76,0.0,Acceso a Aeropuerto
-25.70617,-54.36114,4.76,0.0,Acceso a Aeropuerto
-25.70617,-54.36213,4.76,0.0,Acceso a Aeropuerto
-25.7061,-54.3628,4.76,0.0,Acceso a Aeropuerto
-25.70591,-54.36432,4.76,0.0,Acceso a Aeropuerto
-25.70578,-54.36513,4.76,0.0,Acceso a Aeropuerto
-25.70567,-54.36615,4.76,0.0,Acceso a Aeropuerto
-25.70554,-54.36834,4.76,0.0,Acceso a Aeropuerto
-25.70539,-54.37122,4.76,0.0,Acceso a Aeropuerto
-25.70538,-54.37172,4.76,0.0,Acceso a Aeropuerto
-25.7054,-54.37198,4.76,0.0,Acceso a Aeropuerto
-25.7055,-54.37218,4.76,0.0,Acceso a Aeropuerto
-25.71109,-54.37792,4.76,0.0,Acceso a Aeropuerto
-25.71109,-54.37792,4.76,0.0,Acceso a Aeropuerto
-25.71393,-54.38079,4.76,0.0,Acceso a Aeropuerto
-25.71538,-54.38222,4.76,0.0,Acceso a Aeropuerto
-25.71556,-54.38247,4.76,0.0,Acceso a Aeropuerto
-25.71569,-54.38279,4.76,0.0,Acceso a Aeropuerto
-25.71584,-54.38321,4.76,0.0,Acceso a Aeropuerto
-25.71594,-54.38358,4.76,0.0,Acceso a Aeropuerto
-25.7164,-54.38486,4.76,0.0,Acceso a Aeropuerto
-25.717,-54.38664,4.76,0.0,Acceso a Aeropuerto
-25.71765,-54.38859,4.76,0.0,Acceso a Aeropuerto
-25.71839,-54.39095,4.76,0.0,Acceso a Aeropuerto
-25.71957,-54.39454,4.76,0.0,Acceso a Aeropuerto
-25.72017,-54.39622,4.76,0.0,Acceso a Aeropuerto
-25.72047,-54.39718,4.76,0.0,Acceso a Aeropuerto
-25.72223,-54.40235,4.76,0.0,Acceso a Aeropuerto
-25.72241,-54.40292,4.76,0.0,Acceso a Aeropuerto
-25.7225,-54.40324,4.76,0.0,Acceso a Aeropuerto
-25.72258,-54.40367,4.76,0.0,Acceso a Aeropuerto
-25.72261,-54.40438,4.76,0.0,Acceso a Aeropuerto
-25.72269,-54.40519,4.76,0.0,Acceso a Aeropuerto
-25.72269,-54.40519,4.76,0.0,Acceso a Aeropuerto
-25.7229,-54.4069,4.76,0.0,Acceso a Aeropuerto
-25.72291,-54.4072,4.76,0.0,Acceso a Aeropuerto
-25.72304,-54.40879,4.76,0.0,Acceso a Aeropuerto
-25.72308,-54.40899,4.76,0.0,Acceso a Aeropuerto
-25.72691,-54.41579,4.76,0.0,Acceso a Aeropuerto
-25.72711,-54.41624,4.76,0.0,Acceso a Aeropuerto
-25.72717,-54.41651,4.76,0.0,Acceso a Aeropuerto
-25.72717,-54.41651,4.76,0.0,Acceso a Aeropuerto
-25.72719,-54.41675,4.76,0.0,Acceso a Aeropuerto
-25.72717,-54.41693,4.76,0.0,Acceso a Aeropuerto
-25.72712,-54.41711,4.76,0.0,Acceso a Aeropuerto
-25.72698,-54.4175,4.76,0.0,Acceso a Aeropuerto
-25.72556,-54.4209,4.76,0.0,Acceso a Aeropuerto
-25.72458,-54.42332,4.76,0.0,Acceso a Aeropuerto
-25.72437,-54.42371,4.76,0.0,Acceso a Aeropuerto
-25.72361,-54.42467,4.76,0.0,Acceso a Aeropuerto
-25.72177,-54.42676,4.76,0.0,Acceso a Aeropuerto
-25.71946,-54.42952,4.76,0.0,Acceso a Aeropuerto
-25.71776,-54.43148,4.76,0.0,Acceso a Aeropuerto
-25.71735,-54.43199,4.76,0.0,Acceso a Aeropuerto
-25.71709,-54.43238,4.76,0.0,Acceso a Aeropuerto
-25.71682,-54.43305,4.76,0.0,Acceso a Aeropuerto
-25.71505,-54.43796,4.76,0.0,Acceso a Aeropuerto
-25.71467,-54.43895,4.76,0.0,Acceso a Aeropuerto
-25.71455,-54.4394,4.76,0.0,Acceso a Aeropuerto
-25.71453,-54.43963,4.76,0.0,Acceso a Aeropuerto
-25.71453,-54.44011,4.76,0.0,Acceso a Aeropuerto
-25.71456,-54.44112,4.76,0.0,Acceso a Aeropuerto
-25.71456,-54.44112,4.76,0.0,Acceso a Aeropuerto
-25.71474,-54.44646,4.76,0.0,Acceso a Aeropuerto
-25.7148,-54.4469,4.76,0.0,Acceso a Aeropuerto
-25.71489,-54.44775,4.76,0.0,Acceso a Aeropuerto
-25.71491,-54.44811,4.76,0.0,Acceso a Aeropuerto
-25.71493,-54.44929,4.76,0.0,Acceso a Aeropuerto
-25.7149,-54.45217,4.76,0.0,Acceso a Aeropuerto
-25.71498,-54.45418,4.76,0.0,Acceso a Aeropuerto
-25.71499,-54.45467,4.76,0.0,Acceso a Aeropuerto
-25.71497,-54.45512,4.76,0.0,Acceso a Aeropuerto
-25.7148,-54.45671,4.76,0.0,Acceso a Aeropuerto
-25.71471,-54.45701,4.76,0.0,Acceso a Aeropuerto
-25.71445,-54.45752,4.76,0.0,Acceso a Aeropuerto
-25.71435,-54.45776,4.76,0.0,Acceso a Aeropuerto
-25.71422,-54.45823,4.76,0.0,Acceso a Aeropuerto
-25.71386,-54.46007,4.76,0.0,Acceso a Aeropuerto
-25.7137,-54.46118,4.76,0.0,Acceso a Aeropuerto
-25.71363,-54.46182,4.76,0.0,Acceso a Aeropuerto
-25.71351,-54.46241,4.76,0.0,Acceso a Aeropuerto
-25.71351,-54.46241,4.76,0.1,Iguazú (Oeste)
-25.71363,-54.46182,4.76,0.1,Iguazú (Oeste)
-25.7137,-54.46118,4.76,0.1,Iguazú (Oeste)
-25.71386,-54.46007,4.76,0.1,Iguazú (Oeste)
-25.71422,-54.45823,4.76,0.1,Iguazú (Oeste)
-25.71435,-54.45776,4.76,0.1,Iguazú (Oeste)
-25.71445,-54.45752,4.76,0.1,Iguazú (Oeste)
-25.71471,-54.45701,4.76,0.1,Iguazú (Oeste)
-25.7148,-54.45671,4.76,0.1,Iguazú (Oeste)
-25.71497,-54.45512,4.76,0.1,Iguazú (Oeste)
-25.71499,-54.45467,4.76,0.1,Iguazú (Oeste)
-25.71498,-54.45418,4.76,0.1,Iguazú (Oeste)
-25.7149,-54.45217,4.76,0.1,Iguazú (Oeste)
-25.71493,-54.44929,4.76,0.1,Iguazú (Oeste)
-25.71491,-54.44811,4.76,0.1,Iguazú (Oeste)
-25.71489,-54.44775,4.76,0.1,Iguazú (Oeste)
-25.7148,-54.4469,4.76,0.1,Iguazú (Oeste)
-25.71474,-54.44646,4.76,0.1,Iguazú (Oeste)
-25.71456,-54.44112,4.76,0.1,Iguazú (Oeste)
-25.71456,-54.44112,4.76,0.1,Iguazú (Oeste)
-25.71453,-54.44011,4.76,0.1,Iguazú (Oeste)
-25.71453,-54.43963,4.76,0.1,Iguazú (Oeste)
-25.71455,-54.4394,4.76,0.1,Iguazú (Oeste)
-25.71467,-54.43895,4.76,0.1,Iguazú (Oeste)
-25.71505,-54.43796,4.76,0.1,Iguazú (Oeste)
-25.71682,-54.43305,4.76,0.1,Iguazú (Oeste)
-25.71709,-54.43238,4.76,0.1,Iguazú (Oeste)
-25.71735,-54.43199,4.76,0.1,Iguazú (Oeste)
-25.71776,-54.43148,4.76,0.1,Iguazú (Oeste)
-25.71946,-54.42952,4.76,0.1,Iguazú (Oeste)
-25.72177,-54.42676,4.76,0.1,Iguazú (Oeste)
-25.72361,-54.42467,4.76,0.1,Iguazú (Oeste)
-25.72437,-54.42371,4.76,0.1,Iguazú (Oeste)
-25.72458,-54.42332,4.76,0.1,Iguazú (Oeste)
-25.72556,-54.4209,4.76,0.1,Iguazú (Oeste)
-25.72698,-54.4175,4.76,0.1,Iguazú (Oeste)
-25.72712,-54.41711,4.76,0.1,Iguazú (Oeste)
-25.72717,-54.41693,4.76,0.1,Iguazú (Oeste)
-25.72719,-54.41675,4.76,0.1,Iguazú (Oeste)
-25.72717,-54.41651,4.76,0.1,Iguazú (Oeste)
-25.72717,-54.41651,4.76,0.1,Iguazú (Oeste)
-25.72711,-54.41624,4.76,0.1,Iguazú (Oeste)
-25.72691,-54.41579,4.76,0.1,Iguazú (Oeste)
-25.72308,-54.40899,4.76,0.1,Iguazú (Oeste)
-25.72304,-54.40879,4.76,0.1,Iguazú (Oeste)
-25.72291,-54.4072,4.76,0.1,Iguazú (Oeste)
-25.7229,-54.4069,4.76,0.1,Iguazú (Oeste)
-25.72269,-54.40519,4.76,0.1,Iguazú (Oeste)
-25.72269,-54.40519,4.76,0.1,Iguazú (Oeste)
-25.72261,-54.40438,4.76,0.1,Iguazú (Oeste)
-25.72258,-54.40367,4.76,0.1,Iguazú (Oeste)
-25.7225,-54.40324,4.76,0.1,Iguazú (Oeste)
-25.72241,-54.40292,4.76,0.1,Iguazú (Oeste)
-25.72223,-54.40235,4.76,0.1,Iguazú (Oeste)
-25.72047,-54.39718,4.76,0.1,Iguazú (Oeste)
-25.72017,-54.39622,4.76,0.1,Iguazú (Oeste)
-25.71957,-54.39454,4.76,0.1,Iguazú (Oeste)
-25.71839,-54.39095,4.76,0.1,Iguazú (Oeste)
-25.71765,-54.38859,4.76,0.1,Iguazú (Oeste)
-25.717,-54.38664,4.76,0.1,Iguazú (Oeste)
-25.7164,-54.38486,4.76,0.1,Iguazú (Oeste)
-25.71594,-54.38358,4.76,0.1,Iguazú (Oeste)
-25.71584,-54.38321,4.76,0.1,Iguazú (Oeste)
-25.71569,-54.38279,4.76,0.1,Iguazú (Oeste)
